doc_id,filename,format,word_count_target,sit_ids,labels,instances,confidences,tcs,actual_file_path,actual_word_count,docx_path,pdf_path,eml_path,attachments,postprocessed_at
241,doc_00241_email.txt,email,1740,SIT_SOURCE_CODE_TC;SIT_BUDGET_TC;SIT_IP_TC;SIT_MA_TC,FP;TP;TP;FP,17;7;5;11,Medium;High;Medium;Medium,IP;Legal;Finance,output/files\doc_00241_email.txt,1749.0,output\files\doc_00241_email.docx,output\files\doc_00241_email.pdf,output\files\doc_00241_email.eml,,2025-11-03T11:28:13.930186Z
242,doc_00242_email_with_attachment.txt,email_with_attachment,557,SIT_SOFTWARE_DEV_TC;SIT_PROJECT_DOCS_TC,FP;FP,9;1,Medium;Low,IP;Project;Software,output/files\doc_00242_email_with_attachment.txt,562.0,output\files\doc_00242_email_with_attachment.docx,output\files\doc_00242_email_with_attachment.pdf,output\files\doc_00242_email_with_attachment.eml,output\files\doc_00242_email_with_attachment_attachment.xlsx,2025-11-03T11:28:14.015186Z
243,doc_00243_chat.txt,chat,880,SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC,FP;FP;TP;TP,1;1;8;1,Low;Low;High;Low,HR;Finance;Project,output/files\doc_00243_chat.txt,889.0,output\files\doc_00243_chat.docx,output\files\doc_00243_chat.pdf,,,2025-11-03T11:28:14.050176Z
244,doc_00244_email.txt,email,3140,SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US,FP;TP;TP;TP;FP,5;1;1;18;1,Medium;Low;Low;High;Low,Travel;Tax;HR;Finance,output/files\doc_00244_email.txt,3146.0,output\files\doc_00244_email.docx,output\files\doc_00244_email.pdf,output\files\doc_00244_email.eml,,2025-11-03T11:28:14.117169Z
245,doc_00245_email_with_attachment.txt,email_with_attachment,1116,SIT_DRIVER_US;SIT_ABA;SIT_DEA;SIT_EU_DEBIT,FP;TP;TP;FP,9;3;1;5,Medium;Medium;Low;Medium,HR;Finance;Healthcare,output/files\doc_00245_email_with_attachment.txt,1118.0,output\files\doc_00245_email_with_attachment.docx,output\files\doc_00245_email_with_attachment.pdf,output\files\doc_00245_email_with_attachment.eml,output\files\doc_00245_email_with_attachment_attachment.xlsx,2025-11-03T11:28:14.211186Z
246,doc_00246_document.txt,document,895,SIT_ICD10;SIT_ICD9;SIT_SWIFT;SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN;SIT_CAN_DRIVER,FP;TP;TP;TP;FP;FP;TP;TP,1;1;1;3;5;4;4;1,Low;Low;Low;Medium;Medium;Medium;Medium;Low,Tax;HR;Finance;Healthcare,output/files\doc_00246_document.txt,920.0,output\files\doc_00246_document.docx,output\files\doc_00246_document.pdf,,,2025-11-03T11:28:14.257172Z
247,doc_00247_pdf.txt,pdf,826,SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT;SIT_AUS_BANK,FP;TP;FP;TP,4;4;5;3,Medium;Medium;Medium;Medium,Finance;HR;Travel;Healthcare,output/files\doc_00247_pdf.txt,829.0,output\files\doc_00247_pdf.docx,output\files\doc_00247_pdf.pdf,,,2025-11-03T11:28:14.308175Z
248,doc_00248_document.txt,document,3289,SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC;SIT_IBAN;SIT_BR_CPF;SIT_BR_RG;SIT_UK_NINO,TP;FP;TP;FP;TP;TP;FP,7;3;18;5;7;1;5,High;Medium;High;Medium;High;Low;Medium,Finance;HR;Travel;Healthcare;Tax;IP,output/files\doc_00248_document.txt,3295.0,output\files\doc_00248_document.docx,output\files\doc_00248_document.pdf,,,2025-11-03T11:28:14.373186Z
249,doc_00249_email_with_attachment.txt,email_with_attachment,1085,SIT_FR_INSEE,TP,1,Low,HR;Healthcare,output/files\doc_00249_email_with_attachment.txt,1086.0,output\files\doc_00249_email_with_attachment.docx,output\files\doc_00249_email_with_attachment.pdf,output\files\doc_00249_email_with_attachment.eml,output\files\doc_00249_email_with_attachment_attachment.xlsx,2025-11-03T11:28:14.472186Z
250,doc_00250_email_with_attachment.txt,email_with_attachment,618,SIT_IP;SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS;SIT_TAX_TC,TP;TP;TP;TP,1;10;1;3,Low;High;Low;Medium,IP;Tax;Healthcare,output/files\doc_00250_email_with_attachment.txt,630.0,output\files\doc_00250_email_with_attachment.docx,output\files\doc_00250_email_with_attachment.pdf,output\files\doc_00250_email_with_attachment.eml,output\files\doc_00250_email_with_attachment_attachment.xlsx,2025-11-03T11:28:14.557186Z
251,doc_00251_document.txt,document,1270,SIT_HR_TC;SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC;SIT_AGREEMENTS_TC,TP;FP;FP;TP;TP,3;4;4;4;1,Medium;Medium;Medium;Medium;Low,Legal;HR;Finance,output/files\doc_00251_document.txt,1285.0,output\files\doc_00251_document.docx,output\files\doc_00251_document.pdf,,,2025-11-03T11:28:14.606176Z
252,doc_00252_email.txt,email,562,SIT_DISCIPLINARY_TC,TP,5,Medium,HR,output/files\doc_00252_email.txt,582.0,output\files\doc_00252_email.docx,output\files\doc_00252_email.pdf,output\files\doc_00252_email.eml,,2025-11-03T11:28:14.651184Z
253,doc_00253_pdf.txt,pdf,1472,SIT_FINANCE_TC;SIT_SOURCE_CODE_TC;SIT_BUDGET_TC;SIT_IP_TC;SIT_MA_TC,FP;FP;TP;TP;FP,4;1;5;5;5,Medium;Low;Medium;Medium;Medium,IP;Legal;Finance,output/files\doc_00253_pdf.txt,1484.0,output\files\doc_00253_pdf.docx,output\files\doc_00253_pdf.pdf,,,2025-11-03T11:28:14.701186Z
254,doc_00254_pdf.txt,pdf,933,SIT_SOFTWARE_DEV_TC,FP,14,Medium,IP;Software,output/files\doc_00254_pdf.txt,936.0,output\files\doc_00254_pdf.docx,output\files\doc_00254_pdf.pdf,,,2025-11-03T11:28:14.748176Z
255,doc_00255_email.txt,email,3853,SIT_PROJECT_DOCS_TC;SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US,TP;FP;FP;TP;TP;TP;FP;TP;FP;FP,7;1;12;5;1;10;6;1;6;3,High;Low;Medium;Medium;Low;High;Medium;Low;Medium;Medium,Finance;HR;Travel;Project;Tax,output/files\doc_00255_email.txt,3865.0,output\files\doc_00255_email.docx,output\files\doc_00255_email.pdf,output\files\doc_00255_email.eml,,2025-11-03T11:28:14.836176Z
256,doc_00256_email_with_attachment.txt,email_with_attachment,986,SIT_DRIVER_US;SIT_ABA;SIT_DEA;SIT_EU_DEBIT;SIT_ICD10,TP;FP;TP;FP;TP,5;1;1;3;7,Medium;Low;Low;Medium;High,HR;Finance;Healthcare,output/files\doc_00256_email_with_attachment.txt,988.0,output\files\doc_00256_email_with_attachment.docx,output\files\doc_00256_email_with_attachment.pdf,output\files\doc_00256_email_with_attachment.eml,output\files\doc_00256_email_with_attachment_attachment.xlsx,2025-11-03T11:28:14.927186Z
257,doc_00257_document.txt,document,1614,SIT_ICD9;SIT_SWIFT;SIT_CAN_SIN;SIT_CAN_BANK,TP;TP;FP;TP,8;5;14;18,High;Medium;Medium;High,Tax;HR;Finance;Healthcare,output/files\doc_00257_document.txt,1624.0,output\files\doc_00257_document.docx,output\files\doc_00257_document.pdf,,,2025-11-03T11:28:14.979186Z
258,doc_00258_document.txt,document,697,SIT_AUS_TFN;SIT_CAN_PHIN;SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT,FP;TP;FP;FP;TP;FP,1;9;6;1;3;5,Low;High;Medium;Low;Medium;Medium,HR;Tax;Travel;Healthcare,output/files\doc_00258_document.txt,730.0,output\files\doc_00258_document.docx,output\files\doc_00258_document.pdf,,,2025-11-03T11:28:15.023076Z
259,doc_00259_chat.txt,chat,881,SIT_AUS_BANK;SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC,TP;TP;TP;FP,1;1;4;1,Low;Low;Medium;Low,Travel;IP;Finance;Healthcare,output/files\doc_00259_chat.txt,892.0,output\files\doc_00259_chat.docx,output\files\doc_00259_chat.pdf,,,2025-11-03T11:28:15.070076Z
260,doc_00260_pdf.txt,pdf,3367,SIT_IBAN;SIT_BR_CPF,FP;TP,5;1,Medium;Low,Tax;HR;Finance,output/files\doc_00260_pdf.txt,3379.0,output\files\doc_00260_pdf.docx,output\files\doc_00260_pdf.pdf,,,2025-11-03T11:28:15.137076Z
261,doc_00261_email.txt,email,1488,SIT_BR_RG,TP,1,Low,HR,output/files\doc_00261_email.txt,1506.0,output\files\doc_00261_email.docx,output\files\doc_00261_email.pdf,output\files\doc_00261_email.eml,,2025-11-03T11:28:15.201073Z
262,doc_00262_chat.txt,chat,885,SIT_UK_NINO;SIT_FR_INSEE;SIT_IP;SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS;SIT_TAX_TC,TP;FP;TP;FP;TP;FP,1;5;13;1;8;8,Low;Medium;High;Low;High;Medium,IP;Tax;HR;Healthcare,output/files\doc_00262_chat.txt,891.0,output\files\doc_00262_chat.docx,output\files\doc_00262_chat.pdf,,,2025-11-03T11:28:15.248076Z
263,doc_00263_document.txt,document,1178,SIT_HR_TC;SIT_INVOICE_TC,TP;TP,5;1,Medium;Low,HR;Finance,output/files\doc_00263_document.txt,1183.0,output\files\doc_00263_document.docx,output\files\doc_00263_document.pdf,,,2025-11-03T11:28:15.298067Z
264,doc_00264_document.txt,document,3955,SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC;SIT_AGREEMENTS_TC,TP;TP;FP,1;16;1,Low;High;Low,Legal;HR;Finance,output/files\doc_00264_document.txt,3972.0,output\files\doc_00264_document.docx,output\files\doc_00264_document.pdf,,,2025-11-03T11:28:15.370093Z
265,doc_00265_document.txt,document,1377,SIT_DISCIPLINARY_TC,FP,1,Low,HR,output/files\doc_00265_document.txt,1410.0,output\files\doc_00265_document.docx,output\files\doc_00265_document.pdf,,,2025-11-03T11:28:15.419503Z
266,doc_00266_email_with_attachment.txt,email_with_attachment,1085,SIT_FINANCE_TC;SIT_SOURCE_CODE_TC;SIT_BUDGET_TC,FP;FP;TP,9;1;3,Medium;Low;Medium,IP;Finance,output/files\doc_00266_email_with_attachment.txt,1085.0,output\files\doc_00266_email_with_attachment.docx,output\files\doc_00266_email_with_attachment.pdf,output\files\doc_00266_email_with_attachment.eml,output\files\doc_00266_email_with_attachment_attachment.xlsx,2025-11-03T11:28:15.521234Z
267,doc_00267_chat.txt,chat,674,SIT_IP_TC;SIT_MA_TC,FP;FP,4;5,Medium;Medium,IP;Legal;Finance,output/files\doc_00267_chat.txt,688.0,output\files\doc_00267_chat.docx,output\files\doc_00267_chat.pdf,,,2025-11-03T11:28:15.565211Z
268,doc_00268_email_with_attachment.txt,email_with_attachment,1327,SIT_SOFTWARE_DEV_TC,TP,1,Low,IP;Software,output/files\doc_00268_email_with_attachment.txt,1335.0,output\files\doc_00268_email_with_attachment.docx,output\files\doc_00268_email_with_attachment.pdf,output\files\doc_00268_email_with_attachment.eml,output\files\doc_00268_email_with_attachment_attachment.xlsx,2025-11-03T11:28:15.658333Z
269,doc_00269_email_with_attachment.txt,email_with_attachment,2227,SIT_PROJECT_DOCS_TC;SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC,FP;TP;FP;TP,6;1;4;4,Medium;Low;Medium;Medium,HR;Finance;Project,output/files\doc_00269_email_with_attachment.txt,2235.0,output\files\doc_00269_email_with_attachment.docx,output\files\doc_00269_email_with_attachment.pdf,output\files\doc_00269_email_with_attachment.eml,output\files\doc_00269_email_with_attachment_attachment.xlsx,2025-11-03T11:28:15.759730Z
270,doc_00270_email.txt,email,1383,SIT_SOW_TC;SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US,FP;FP;TP;TP;FP;FP,4;5;1;7;1;9,Medium;Medium;Low;High;Low;Medium,Finance;HR;Travel;Project;Tax,output/files\doc_00270_email.txt,1398.0,output\files\doc_00270_email.docx,output\files\doc_00270_email.pdf,output\files\doc_00270_email.eml,,2025-11-03T11:28:15.812994Z
271,doc_00271_chat.txt,chat,1148,SIT_DRIVER_US;SIT_ABA;SIT_DEA;SIT_EU_DEBIT;SIT_ICD10,TP;FP;TP;FP;FP,16;1;7;1;7,High;Low;High;Low;Medium,HR;Finance;Healthcare,output/files\doc_00271_chat.txt,1155.0,output\files\doc_00271_chat.docx,output\files\doc_00271_chat.pdf,,,2025-11-03T11:28:15.861581Z
272,doc_00272_pdf.txt,pdf,1192,SIT_ICD9;SIT_SWIFT;SIT_CAN_SIN,TP;TP;FP,1;3;10,Low;Medium;Medium,Tax;HR;Finance;Healthcare,output/files\doc_00272_pdf.txt,1200.0,output\files\doc_00272_pdf.docx,output\files\doc_00272_pdf.pdf,,,2025-11-03T11:28:15.909726Z
273,doc_00273_email.txt,email,2742,SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN;SIT_CAN_DRIVER,TP;TP;TP;TP,8;5;1;18,High;Medium;Low;High,HR;Tax;Finance;Healthcare,output/files\doc_00273_email.txt,2758.0,output\files\doc_00273_email.docx,output\files\doc_00273_email.pdf,output\files\doc_00273_email.eml,,2025-11-03T11:28:15.986966Z
274,doc_00274_email_with_attachment.txt,email_with_attachment,3625,SIT_CAN_HEALTH;SIT_AUS_DRIVER,TP;FP,16;1,High;Low,HR;Healthcare,output/files\doc_00274_email_with_attachment.txt,3629.0,output\files\doc_00274_email_with_attachment.docx,output\files\doc_00274_email_with_attachment.pdf,output\files\doc_00274_email_with_attachment.eml,output\files\doc_00274_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.098641Z
275,doc_00275_pdf.txt,pdf,2715,SIT_AUS_PASSPORT,TP,14,High,Travel,output/files\doc_00275_pdf.txt,2718.0,output\files\doc_00275_pdf.docx,output\files\doc_00275_pdf.pdf,,,2025-11-03T11:28:16.161322Z
276,doc_00276_email_with_attachment.txt,email_with_attachment,1155,SIT_AUS_BANK,TP,3,Medium,Finance,output/files\doc_00276_email_with_attachment.txt,1169.0,output\files\doc_00276_email_with_attachment.docx,output\files\doc_00276_email_with_attachment.pdf,output\files\doc_00276_email_with_attachment.eml,output\files\doc_00276_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.258856Z
277,doc_00277_document.txt,document,603,SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC;SIT_IBAN;SIT_BR_CPF;SIT_BR_RG,TP;FP;FP;TP;FP;FP,12;1;4;1;1;1,High;Low;Medium;Low;Low;Low,Finance;HR;Travel;Healthcare;Tax;IP,output/files\doc_00277_document.txt,605.0,output\files\doc_00277_document.docx,output\files\doc_00277_document.pdf,,,2025-11-03T11:28:16.301619Z
278,doc_00278_email_with_attachment.txt,email_with_attachment,729,SIT_UK_NINO,FP,1,Low,Tax;HR,output/files\doc_00278_email_with_attachment.txt,735.0,output\files\doc_00278_email_with_attachment.docx,output\files\doc_00278_email_with_attachment.pdf,output\files\doc_00278_email_with_attachment.eml,output\files\doc_00278_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.390689Z
279,doc_00279_email_with_attachment.txt,email_with_attachment,1008,SIT_FR_INSEE;SIT_IP;SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS,TP;TP;TP;TP,9;1;3;3,High;Low;Medium;Medium,IP;HR;Healthcare,output/files\doc_00279_email_with_attachment.txt,1022.0,output\files\doc_00279_email_with_attachment.docx,output\files\doc_00279_email_with_attachment.pdf,output\files\doc_00279_email_with_attachment.eml,output\files\doc_00279_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.468695Z
280,doc_00280_chat.txt,chat,1500,SIT_TAX_TC;SIT_HR_TC;SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC,TP;FP;FP;TP;FP,1;20;1;5;14,Low;Medium;Low;Medium;Medium,HR;Legal;Tax;Finance,output/files\doc_00280_chat.txt,1502.0,output\files\doc_00280_chat.docx,output\files\doc_00280_chat.pdf,,,2025-11-03T11:28:16.520801Z
281,doc_00281_document.txt,document,1775,SIT_AGREEMENTS_TC,TP,6,High,Legal;Finance,output/files\doc_00281_document.txt,1780.0,output\files\doc_00281_document.docx,output\files\doc_00281_document.pdf,,,2025-11-03T11:28:16.573400Z
282,doc_00282_document.txt,document,836,SIT_DISCIPLINARY_TC;SIT_FINANCE_TC,TP;TP,6;1,High;Low,HR;Finance,output/files\doc_00282_document.txt,852.0,output\files\doc_00282_document.docx,output\files\doc_00282_document.pdf,,,2025-11-03T11:28:16.620446Z
283,doc_00283_document.txt,document,3758,SIT_SOURCE_CODE_TC;SIT_BUDGET_TC;SIT_IP_TC;SIT_MA_TC;SIT_SOFTWARE_DEV_TC;SIT_PROJECT_DOCS_TC,TP;FP;TP;FP;FP;TP,8;1;15;4;3;3,High;Low;High;Medium;Medium;Medium,Finance;Legal;Project;Software;IP,output/files\doc_00283_document.txt,3767.0,output\files\doc_00283_document.docx,output\files\doc_00283_document.pdf,,,2025-11-03T11:28:16.703403Z
284,doc_00284_chat.txt,chat,1042,SIT_BANK_STATEMENT_TC,FP,5,Medium,Finance,output/files\doc_00284_chat.txt,1048.0,output\files\doc_00284_chat.docx,output\files\doc_00284_chat.pdf,,,2025-11-03T11:28:16.751171Z
285,doc_00285_email_with_attachment.txt,email_with_attachment,350,SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC,FP;TP;TP,7;4;1,Medium;Medium;Low,HR;Finance;Project,output/files\doc_00285_email_with_attachment.txt,355.0,output\files\doc_00285_email_with_attachment.docx,output\files\doc_00285_email_with_attachment.pdf,output\files\doc_00285_email_with_attachment.eml,output\files\doc_00285_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.836677Z
286,doc_00286_email_with_attachment.txt,email_with_attachment,1158,SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US;SIT_DRIVER_US,FP;FP;FP;TP;TP;TP,1;10;6;9;4;10,Low;Medium;Medium;High;Medium;High,Travel;Tax;HR;Finance,output/files\doc_00286_email_with_attachment.txt,1173.0,output\files\doc_00286_email_with_attachment.docx,output\files\doc_00286_email_with_attachment.pdf,output\files\doc_00286_email_with_attachment.eml,output\files\doc_00286_email_with_attachment_attachment.xlsx,2025-11-03T11:28:16.930066Z
287,doc_00287_chat.txt,chat,1063,SIT_ABA;SIT_DEA;SIT_EU_DEBIT,FP;FP;TP,6;1;1,Medium;Low;Low,Finance;Healthcare,output/files\doc_00287_chat.txt,1070.0,output\files\doc_00287_chat.docx,output\files\doc_00287_chat.pdf,,,2025-11-03T11:28:16.978095Z
288,doc_00288_pdf.txt,pdf,1009,SIT_ICD10;SIT_ICD9,TP;TP,5;9,Medium;High,Healthcare,output/files\doc_00288_pdf.txt,1011.0,output\files\doc_00288_pdf.docx,output\files\doc_00288_pdf.pdf,,,2025-11-03T11:28:17.027500Z
289,doc_00289_email.txt,email,3543,SIT_SWIFT,TP,3,Medium,Finance,output/files\doc_00289_email.txt,3555.0,output\files\doc_00289_email.docx,output\files\doc_00289_email.pdf,output\files\doc_00289_email.eml,,2025-11-03T11:28:17.100048Z
290,doc_00290_email_with_attachment.txt,email_with_attachment,668,SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN;SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT;SIT_AUS_BANK,FP;FP;FP;TP;TP;TP;FP;TP;FP,5;16;9;10;5;1;1;4;3,Medium;Medium;Medium;High;Medium;Low;Low;Medium;Medium,Finance;HR;Travel;Healthcare;Tax,output/files\doc_00290_email_with_attachment.txt,695.0,output\files\doc_00290_email_with_attachment.docx,output\files\doc_00290_email_with_attachment.pdf,output\files\doc_00290_email_with_attachment.eml,output\files\doc_00290_email_with_attachment_attachment.xlsx,2025-11-03T11:28:17.194989Z
291,doc_00291_pdf.txt,pdf,700,SIT_AZURE_SAS,FP,6,Medium,IP,output/files\doc_00291_pdf.txt,701.0,output\files\doc_00291_pdf.docx,output\files\doc_00291_pdf.pdf,,,2025-11-03T11:28:17.237454Z
292,doc_00292_chat.txt,chat,1080,SIT_CAN_PASSPORT,FP,1,Low,Travel,output/files\doc_00292_chat.txt,1117.0,output\files\doc_00292_chat.docx,output\files\doc_00292_chat.pdf,,,2025-11-03T11:28:17.283476Z
293,doc_00293_document.txt,document,1413,SIT_AUS_MEDACC,TP,20,High,Healthcare,output/files\doc_00293_document.txt,1419.0,output\files\doc_00293_document.docx,output\files\doc_00293_document.pdf,,,2025-11-03T11:28:17.333305Z
294,doc_00294_pdf.txt,pdf,2278,SIT_IBAN;SIT_BR_CPF,FP;FP,1;4,Low;Medium,Tax;HR;Finance,output/files\doc_00294_pdf.txt,2290.0,output\files\doc_00294_pdf.docx,output\files\doc_00294_pdf.pdf,,,2025-11-03T11:28:17.400422Z
295,doc_00295_email_with_attachment.txt,email_with_attachment,3422,SIT_BR_RG;SIT_UK_NINO;SIT_FR_INSEE;SIT_IP,FP;FP;FP;FP,1;1;4;5,Low;Low;Medium;Medium,IP;Tax;HR;Healthcare,output/files\doc_00295_email_with_attachment.txt,3430.0,output\files\doc_00295_email_with_attachment.docx,output\files\doc_00295_email_with_attachment.pdf,output\files\doc_00295_email_with_attachment.eml,output\files\doc_00295_email_with_attachment_attachment.xlsx,2025-11-03T11:28:17.534427Z
296,doc_00296_chat.txt,chat,865,SIT_HEALTHCARE_TC,FP,18,Medium,Healthcare,output/files\doc_00296_chat.txt,878.0,output\files\doc_00296_chat.docx,output\files\doc_00296_chat.pdf,,,2025-11-03T11:28:17.580421Z
297,doc_00297_pdf.txt,pdf,1152,SIT_HEALTH_FORMS;SIT_TAX_TC;SIT_HR_TC;SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC,FP;FP;FP;FP;TP;FP,10;10;1;1;5;19,Medium;Medium;Low;Low;Medium;Medium,Finance;Legal;HR;Healthcare;Tax,output/files\doc_00297_pdf.txt,1171.0,output\files\doc_00297_pdf.docx,output\files\doc_00297_pdf.pdf,,,2025-11-03T11:28:17.630430Z
298,doc_00298_document.txt,document,1304,SIT_AGREEMENTS_TC;SIT_DISCIPLINARY_TC;SIT_FINANCE_TC;SIT_SOURCE_CODE_TC;SIT_BUDGET_TC,FP;FP;TP;FP;TP,5;5;6;1;3,Medium;Medium;High;Low;Medium,IP;Legal;HR;Finance,output/files\doc_00298_document.txt,1317.0,output\files\doc_00298_document.docx,output\files\doc_00298_document.pdf,,,2025-11-03T11:28:17.679421Z
299,doc_00299_chat.txt,chat,1131,SIT_IP_TC;SIT_MA_TC;SIT_SOFTWARE_DEV_TC;SIT_PROJECT_DOCS_TC;SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN,TP;FP;FP;TP;FP;TP;TP;TP;FP,1;1;4;10;10;5;4;16;1,Low;Low;Medium;High;Medium;Medium;Medium;High;Low,Finance;Legal;HR;Project;Software;IP,output/files\doc_00299_chat.txt,1137.0,output\files\doc_00299_chat.docx,output\files\doc_00299_chat.pdf,,,2025-11-03T11:28:17.725421Z
300,doc_00300_email_with_attachment.txt,email_with_attachment,1026,SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US;SIT_DRIVER_US,FP;FP;TP;TP;FP,16;5;7;1;1,Medium;Medium;High;Low;Low,Finance;Tax;HR;Travel,output/files\doc_00300_email_with_attachment.txt,1026.0,output\files\doc_00300_email_with_attachment.docx,output\files\doc_00300_email_with_attachment.pdf,output\files\doc_00300_email_with_attachment.eml,output\files\doc_00300_email_with_attachment_attachment.xlsx,2025-11-03T11:28:17.826425Z
301,doc_00301_email.txt,email,1450,SIT_ABA;SIT_DEA;SIT_EU_DEBIT,TP;TP;TP,1;6;7,Low;High;High,Finance;Healthcare,output/files\doc_00301_email.txt,1451.0,output\files\doc_00301_email.docx,output\files\doc_00301_email.pdf,output\files\doc_00301_email.eml,,2025-11-03T11:28:17.877429Z
302,doc_00302_document.txt,document,1017,SIT_ICD10;SIT_ICD9;SIT_SWIFT,TP;TP;TP,4;10;1,Medium;High;Low,Finance;Healthcare,output/files\doc_00302_document.txt,1036.0,output\files\doc_00302_document.docx,output\files\doc_00302_document.pdf,,,2025-11-03T11:28:17.924683Z
303,doc_00303_chat.txt,chat,2472,SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN,TP;TP;TP,1;1;1,Low;Low;Low,Tax;HR;Finance,output/files\doc_00303_chat.txt,2483.0,output\files\doc_00303_chat.docx,output\files\doc_00303_chat.pdf,,,2025-11-03T11:28:17.992681Z
304,doc_00304_pdf.txt,pdf,1419,SIT_CAN_PHIN;SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT;SIT_AUS_BANK;SIT_AZURE_SAS,TP;TP;TP;FP;TP;TP;FP,1;5;1;3;4;4;4,Low;Medium;Low;Medium;Medium;Medium;Medium,Finance;HR;Travel;Healthcare;IP,output/files\doc_00304_pdf.txt,1423.0,output\files\doc_00304_pdf.docx,output\files\doc_00304_pdf.pdf,,,2025-11-03T11:28:18.043681Z
305,doc_00305_chat.txt,chat,715,SIT_CAN_PASSPORT;SIT_AUS_MEDACC,FP;FP,1;3,Low;Medium,Travel;Healthcare,output/files\doc_00305_chat.txt,723.0,output\files\doc_00305_chat.docx,output\files\doc_00305_chat.pdf,,,2025-11-03T11:28:18.088688Z
306,doc_00306_chat.txt,chat,2585,SIT_IBAN;SIT_BR_CPF;SIT_BR_RG;SIT_UK_NINO;SIT_FR_INSEE,FP;FP;FP;TP;TP,1;9;13;6;1,Low;Medium;Medium;High;Low,Tax;HR;Finance;Healthcare,output/files\doc_00306_chat.txt,2603.0,output\files\doc_00306_chat.docx,output\files\doc_00306_chat.pdf,,,2025-11-03T11:28:18.150681Z
307,doc_00307_email.txt,email,621,SIT_IP;SIT_HEALTHCARE_TC,FP;FP,4;3,Medium;Medium,IP;Healthcare,output/files\doc_00307_email.txt,630.0,output\files\doc_00307_email.docx,output\files\doc_00307_email.pdf,output\files\doc_00307_email.eml,,2025-11-03T11:28:18.206077Z
308,doc_00308_email_with_attachment.txt,email_with_attachment,486,SIT_HEALTH_FORMS,FP,1,Low,Healthcare,output/files\doc_00308_email_with_attachment.txt,508.0,output\files\doc_00308_email_with_attachment.docx,output\files\doc_00308_email_with_attachment.pdf,output\files\doc_00308_email_with_attachment.eml,output\files\doc_00308_email_with_attachment_attachment.xlsx,2025-11-03T11:28:18.288077Z
309,doc_00309_email.txt,email,1341,SIT_TAX_TC;SIT_HR_TC,TP;TP,5;9,Medium;High,HR;Tax,output/files\doc_00309_email.txt,1347.0,output\files\doc_00309_email.docx,output\files\doc_00309_email.pdf,output\files\doc_00309_email.eml,,2025-11-03T11:28:18.340082Z
310,doc_00310_email.txt,email,3556,SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC,TP;TP,5;4,Medium;Medium,HR;Finance,output/files\doc_00310_email.txt,3558.0,output\files\doc_00310_email.docx,output\files\doc_00310_email.pdf,output\files\doc_00310_email.eml,,2025-11-03T11:28:18.418079Z
